	text	target
1498630	@16StarGirl16 Dougie is just like a sweetie, and his voice is like heaven to me 	4
1139906	@xstarstrucked no problem! 	4
1531990	@aflorescio @jnaaaaa @pleah @reeeesa bbq &amp; pansit @ andrews tmrw night for my birthsday?? 	4
1120494	Bl0WN FlAWlESS 0UT 0F THE WATER SAYS AMANDA.. shes frickingg rightt!  ?	4
1166191	is addicted to harper's island. 	4
923774	Awe, Daughter presented me with a Begonia plant and a hybrid Lily for Mothers day. I told her no flowers cuz they die, so I get plants 	4
1363760	hey people!     this time, i wont be on in forever!!!!! ttyl!!  	4
1257298	@Dannymcfly  http://twitpic.com/6fnoh  heeeeyy pleasee tell me what do you think bout it!!!! please please please!!!  ;)	4
1113540	It did! 	4
1409351	@DonnieWahlberg oh I love you too!!!! 	4
1528617	I need a work from job 	4
1396791	@IamMaxatHotSpot Shoot! I can't get it to work! I need to spend some time getting to know this software. 	4
837343	is off to the pub this evening 	4
988315	@Kaikhaos if my time zone calculations are correct, it should be your bday today. so have a fantastic birthday gorgeous girl!  xx	4
1341559	@Mr_Woods: DOUBLE Wait-A-Minute!  Now that the g1 records video, I can DL and play my billcammack.com videos right from the phone. 	4
1017708	which means BACK TO OLD TWITTER DAYS 	4
1105288	@STEVEPAGEOT hhheeeeeyyyy back to ya!  working hard??	4
1013707	@emmaXIII weemo, whats yer blog again? chuck us a link 	4
1410239	going to wash my ass now 	4
1243970	Going to annes to dye myt hair soon  whoot whoot!	4
1067150	wonders when her mom is going to say something about me walking around the house in my underwear. LOL Blessings 	4
1188894	Wow! It's down pouring outside! It was very beautiful before. thank god that I bought an umbrella with me 	4
1482532	i have to go for a shower soon...then i have to relax for maths tomorrow!i actually have to say i feel quite confident about the test 	4
1258594	OH YEA NO DOUBT, I ALWAYS HOPE MY FRIENDS NEW OR OLD ARE DOING THEIR BEST @THEFURKING.....IT JUST WOULDN'T BE RIGHT LOL 	4
1175976	Can I get a Straight Waiter PLEASE - OR - A Lesbian One 	4
1153937	@vivi182 thankyou sweety 	4
1388232	@EviLovesMcFly they are  who cares about batman or any othere superhero i have mcfly as my heros 	4
1402790	@BertoBaby hate u for saying what i didnt want to be said then aww u for what u said bout baby girl 	4
936686	@Keels_90 it will be  im getting a new tshirt!! woo! omg i have soooooo much to tell u!!! i wil be on msn tonight probs round 10 	4
1527904	code is lost between signals...... so do life... 	4
1003960	@CulpeperHerbs Thanks for the quick (&amp; comprehensive) info! Will proceed with caution! 	4
1043955	Last one for the night LADIES http://bit.ly/CJaxu  The Delfonics - La La Means I Love You .. Music from Michael 	4
1254849	Yay!..... im so happy! 	4
1025962	Finally feeling better from my attempt at exercising... Mowing! 	4
1204339	movie awards!! 	4
802413	I love my toothpaste. 	4
1300614	I need to fart. tehehehehe 	4
1226544	@EddieCobain COLLECTING DONATIONS FOR MY LIFE.  @Birchmore @Christophi @pmatty @thcasper @audreygiselle c'mon faggots i take visa too 	4
1592003	damned if i do ya, damned if i dont 	4
1208222	@BChiang is my only love.  apparently ppl think we're intimidating but its only cuz we dont like ppl. 	4
1525018	helping my mommy move it on over to alpharetta today. then hanging with @alisonsweat ! 	4
1519000	I'm off to bed.. been listening to LVATT all night. Its truly amazziinnggggg!!  Night everyone x	4
1345218	@GeorgeVHulme there are 101 definitions of &quot;cloud computing&quot; in use...thats how you know it's hype 	4
1476421	i only have one exam left 	4
1092929	But i'm still happy 	4
1167836	za?ï¿½nï¿½m tweetovat osobn?, protoï¿½e twitter.com/candytech a twitter.com/icontactcz uï¿½ mi nesta?ï¿½ 	4
1587814	Is working then with the girl 	4
1290466	Now it's MY turn at xkcd after @ilcapourgu and @prejudic3  Life gets a whole lot more creative and fun during study hols!	4
1371031	@tommcfly I'm sure it would do the same thing if you come to Canada! (About the crowds, not the technical issues. LOL)  WE LOVE YOU!	4
951739	@Greyasrain Burbank High! 	4
1261329	@JalenJade oooh thunder for you! lucky - i know you love the stuff. 	4
803837	that was fun last night  too bad i gotta work now.. need more sleep for tonight's concert	4
848833	@ChristyVegas hey girl hey. How're u? 	4
1022256	At the museum from ten to four today.  Hey it's money honey. 	4
812046	@selenagomez because you're a great person! and you have so much talents, that I really look up to. And most of all, you're my angel!  	4
1352034	@reba Hey hun  Hope your having a great day after the grad. party can you email me some cake   *thinks 2 self* oh she's so adorable 	4
1360502	@ Town Pump having a few Coronas before heading to the #detroittigers game! So happy it's Friday. 	4
969172	had great fun at the zoo despite the rain 	4
1376323	Graduation in less than 24 hours. Definitely getting emotional. Glad to have my baby with me 	4
1180679	@jhs2 damn right 	4
837152	converting my fave movie to mp4...i can now watch my baby wherever I go!! 	4
1476225	@sfee srsly!? Where are u staying? Southbank? Is bacci the 24 hour coffee place? Their iced coffees are amazing. Wanna go now? 	4
1253842	@AseEnvi_BLAK That's Whats's Up!! Well keep grindin' it out!! I'm here rooting u guys on!! 	4
995839	@TheRealJordin Gmorning Jordy. Hope u have a wonderful Monday  Brazilian kisses	4
1486998	shut up dougie! 	4
1060282	@YoungCash Any time.  I luv men that stand up for God. It's a chosen Dynasty and very few. lol.	4
838331	@shelbyyyyy I love you too!  And I can't yell at Trav or Danny. I'm just going to extract pity from them. 	4
1347707	on the way to the mountians. 	4
1533632	@jayboyp -- LOVIN' the drake&amp;omarion track. thanks 	4
890771	@TarotByArwen Thanks, Arwen! That's a great message for me right now. 	4
1190610	@JennaBuena lol, moving back in with the parents in a few days and I've just been job hunting. Good luck on your internship!! 	4
886507	@shaundiviney 22nd may @ the manning bar  we are driving from melbs to Sydney now...it's hectic	4
1408246	@iLLWiLLieWiLL lol i want him to reply to me, that'll make my day 	4
1599671	I just feel like typing gibberish 	4
921788	@b50 yup, me watching... alternating between IPL, F1 and &quot;From Russia With Love&quot; on cable.. 	4
940426	@tommcfly Stephenie Meyers has a guide book explaining everything she couldnt fit into the series out soon   + The Host is quite good too	4
891158	@ingridmichelle  Okay... great!  Sorry a lil tired today.. 	4
881798	@redefini i envy u for the romantic thing ;) and SEEEE no killing 	4
1001618	@alice_at_night no, but i'll check 'em out , thanks  ....have been listening to Drag The River a lot	4
870271	havent slept :o oh what wonders bordem, guns(ha!) and stickam can doooo  	4
856760	@ffidler A mutt that knows a lot of swear words in multiple languages. And if I knew you were in CSL I would have told my bro 	4
901356	@McFlyXXDannyXX i am lol  ly	4
1100277	@aplusk unfortunately you may not have to as they are learing it earlier and earlier in school. My daughter is 12 - god help me! 	4
1541247	@ddlovato congratulations demi. you really deserved it! we love you so much girl 	4
958417	just woke up, i actually love how i dont suffer from hangovers 	4
1209626	@hngryO I'm glad u got a chance to see Patrick &amp; old childhood friends! 	4
1546744	We will upload a video for yall later 	4
1502418	just got home, fun day. Tired&lt;3, classes start in the morning, Final Exams. follow me all. 	4
953076	I'm hungry. Gonna get something to eat soon 	4
1578128	@thai101 If you read my blog, the whole thing is a disclaimer  But your stuff is great. And your explanations are always an 'Ah Hah!'	4
1109122	My Guitar Hero band is called RUMCAKE. 	4
1266340	@glamourdolleyes It's a silver razor blade on a black ball chain. I havn't photographed the individual items yet, but I will soon! 	4
1127593	has just found the English commentator! Hoorah 	4
1533606	I left my Flip camera at home so I hope @michele_perras comes to hear my talk so I have a witness to my presentation 	4
1021096	@rachelgriffith okay now i see what you meant you were thinking of me when you were making it!!!  it turned out great!	4
1435741	@SarahBassett i would message nate and talk to him about it maybe he can get u in the right direction about the photo pass 	4
1470646	finally...22nd june it is...oh my MBA degree I am comingg!!! 	4
1222834	My dog is having her puppies! 	4
1256201	@jimgaffigan I'd love to see you tweet a #whatareyoueating ... pretty please, with bacon on top?  after the premiere of course!	4
1452093	@londicreations thank you dear! Hope your day is going wonderfully 	4
1278767	Votez pour ReadWriteWeb chez Challenge http://bit.ly/LBRal (catÃ©gorie High Tech) PLEASE RETWEET 	4
1481660	Getting gas, going to Rach's for her grad party, then going to church for youth! 	4
909586	I love when my hummingbird comes to visit me at the feeder. 	4
932007	@itsgabbith  very nice right.(: i got a few of his face, i think.	4
1094874	i had fun listening to @GinoandFran with the radio1 kids and Danielle.  im going to bed na, almost 3am na. nyt guys!!	4
1458065	At lunch....until soon 	4
1575820	., i hv seen so many artist here and am proud of them . bcause they help each other to get followers .. 	4
1376047	@sabzi it's called America and marginal cost 	4
998612	@sueharmon77 great to hear! my body can use the break from putting on miles for both of us. 	4
1271481	Mhm, I'm so Icy. 	4
1383615	Man I haven't been on here in forever!!! Well Hello Twitter and Goodnight!  Peace Out.	4
816420	getting ready to take mitchell to a birthday party!  Beutiful Day here 	4
911963	@NasKarGirl Thank you 	4
970015	&quot;If you hear my cry, running through her street, i'm about to freak, come and rescue me&quot; &lt;-- fave part  #jonasparanoid	4
992836	@Heerogundam  Ta  Might do, but might save it... so I can't bend it!	4
1586242	make that @valium_  	4
1197076	Opps what i meant was: Is havin Fun in Washingtion D.C w/ her bfff Maggz!!!!   GO Daren K and David A!!!!!!!  Luv u!!! 	4
1331890	@Barbayellow @thebluefrog thanks for the reply ! 	4
1532000	@Glebe2037 drove through it the other day and it really is starting to look like a shole. The Burger place at the top end is cool though 	4
1246200	Ahhh, Nothingg! School is almost doneee wooo!! &lt;3 	4
821213	@xmenfansite i'm sure i will!!! 	4
1384558	@raraliana :| dont. Springfield is scaryy! Esecially @ night its worse than kariong!  but then again 'bradie' would alway keep you safe 	4
1502839	@bdrasor im aware it says that but you only have to swim if you want to... most people don't... 	4
1543198	i'm knackered after this day of castings...it's so hot in here!!!  But i'm not complaining !!	4
1125522	@wkylaw David, hey its Michael Moore in VA, cousin related to Capps.  Hope your parents are doing good.  Send them my Hello.  	4
1396685	You can't help who you love 	4
902617	heading to Xtra-vision to get part 2 of Season 3 - CSI Miami baby!!! 	4
1090290	@BabeNatasha that's shocking I live hip hop and rap. I didn't know to many girl like techno that's sexy bc I like techno also 	4
1567062	@KweeniB how old r u, well its here now so just give it yall 	4
1342595	Is super excited for tonight.  can't wait to see what the &quot;suprise&quot; is.	4
1235764	http://bit.ly/kOo9P =1612947     trailer for new moon watch it! 	4
1505289	http://twitpic.com/6vvon - Lookie who i got to see today! 	4
1244014	The Children's Museum...fun for all ages!  http://yfrog.com/5dl0mj http://yfrog.com/0j85qj	4
1103552	Kattttttt and I are going to carowinds  yay.	4
1461081	uploading video &gt; www.youtube.com/papapaloo ; multiplying &gt; www.murderme32.multiply.com ; studying ; school's on the 16th  party anyone???	4
1202411	@hannahbert wow, very quick there ...impressed as usual! 	4
1163397	10 Reasons To Follow @Corvida On Twitter - http://arpitnext.com/corvida/ 	4
847502	@katarinahj Good!The weather here's pretty gray and cloudy,and I'm nearly falling asleep.My nose is running,but other than that,it's good 	4
1488787	@zacparker Good question, give me a sec to look a couple things up. Hopefully we can get you some help 	4
876110	uhm..im Craving C0ffee beann lyke Crazyyyy! iM g0inn Nutzzz &amp; Mia carrutherss musiccc is thee shyyttt 	4
1586864	Burnt calories by washing my own car  tq hQ for helping!	4
1051879	@hotel_max sure, just let me know where to send them and when you need them by. You can DM me. 	4
1394415	@brentbolthouse http://twitpic.com/6qhfe Ooohhh very beautiful picture. 	4
1548412	right guys i'm off  c y'all laters 	4
1099563	Good day, good evening and goodnight! 	4
822093	@JillianMJensen they totally are!!   let us know if you are coming to it!   thanks so much again for the tweets!  	4
1553033	YES!!! THE TEEN CHOICE AWARD VOTING IS FINALLY WORKING 	4
1214230	@ddlovato Wow I love how you think the plantains and mothers,others.. are cool 	4
869328	i have no idea who are the people following me on Twitter (well except for 1) hahaha 	4
1348813	pei wei profound fortune: &quot;doing whatever you want is freedom. liking whatever you do is happiness&quot; 	4
1063889	@ChantiParnell Nope, I have to decline that offer, and let you keep it (Y) hahaa  I'll keep my ghost look, I got it goin on B)	4
868292	@goaskalicia I'll go LMD (little mustard dress) 	4
1161992	@yilei no prob babe! glad to hear that things are better and that ur dad's coming home soon! 	4
1443458	It's so boring.. I wanna se PCD 	4
1441223	@xxxamazexxx HA! There are a lots of Mariah fansites out there. Try again 	4
1139472	Watching some DBZ.  In Japanese.  Thank you, subtitles. 	4
1074756	@kalilahtwitts LMAO! Good luck chica... Work them thumbs! 	4
1173647	@EmRob16 thanks for the heads up. Just come back when you are ready, we will still be here to watch! 	4
972348	@THISisGRITTY thanks so much i appreciate it.. &amp;&amp; i just followed u 	4
911390	awwww look at this motherfucking POTUS  #nerdprom	4
801942	In weekend am mers pana la padurea din spatele curtii... si uitati ce am gasit!  http://totromancuta.deviantart.com/art/new-born-118398460	4
827218	the best friend (@puatandal) is doing my hair  love her for that.  come down to Tropics at Ward.  That's where I'll be!	4
1285175	Watchn Outrageo! Its OSUM!  â˜ºâ˜ºâ˜º	4
1024042	@mariap91 MIAAA!!!  Hiiii!! You're here!!	4
882408	@waterfallponds i love the waterfall  thank you for the beautiful picture 	4
1312284	@Moonsinger @JennaMadison @BlokesLib @CateP36 @vipvirtualsols what's up y'all 	4
1409026	is going out soon 	4
1474525	with the McDade kids at the mall so Ben can get his hair cut...then nap time 	4
1570388	i like all cereal really. except for ones with bran. or any cereal Donald Woods eats. 	4
1052038	Hopefully today will b as good as yesterday, hopefully...I have high hopes...Friday, don't u dare let me down 	4
1455577	@AlexAllTimeLow You're Sexy 	4
1108486	@katyperry Maybe your profile pic is too beautiful for twitter to handle 	4
901669	Going to sleep with Horton.  Goodnight, Twitterverse &lt;3	4
1040667	11:11pm make a wish!!! 	4
1083800	@daniellegsouza ...amazing person!  But it really is time for me to move on!  	4
1094854	is awake. Now looking after bro 	4
1075820	I just ate a huuuuge fish and shrimp dinner and now im being a dork and watching kailan. 	4
1551278	Prom was fantastic! Can't wait. For Paris, only 9 days 	4
1493349	Confusion and stress is eating my face - someone pick a streaming movie on Netflix for me that will be entertaining.  Thanks. Anything!!	4
1107038	Keep a Positive Mental Outlook! Connection between living well &amp; healthfully &amp; having a cheerful outlook on life 	4
1042406	Don't forget it's chat night tonight Twilight Mums 	4
1137624	I'm not a leader nor a follower. I'm a second-in-command. 	4
948729	check this site out   http://thingsweforget.blogspot.com/	4
1165514	@jrpeck Hope the print version of the #TwitterBook is at least as good as the electronic version. 	4
1299990	@Leslie_Mills Hope you had a relaxing off-day...Have a great show!!!!   	4
1139758	@BlackMambaSwag I'm great!!! my lili cousin graduated from high school today *tear* I'm soooooo proud of her 	4
1341533	@dannygokey I'm doing good.  Waiting for 3:00 am. haha! Hby man?	4
893255	@o_squared haha! you're very welcome!! anytime! 	4
1262484	Hahah i know right ): first meeting is so boring already ! Thanks for seconding my nomination ! 	4
907632	Bollywood films &amp; egyptian tea 	4
1360327	I had planned on doing more writing this afternoon, but a sudden call from my neighbor sent me to babysit kids.  	4
1290242	Doctor's appointment, then going to try and buy a bike (hope it's still there)...then...we'll see. 	4
1382308	@MrPaulEvans You have good reason to be moody. I hope your mum is ok. If you need to talk I'm just a tweet away  Thoughts are with you xx	4
866659	@aitchemelle Aww you shouldn't have told me that, I was having lovely images. 	4
840165	@bjacaruso lol... no, I wasn't in bed... I've been enjoying this absolutely gorgeous weather! 	4
1152844	@1BUSINESS woot woot! you in the hhhoouuusseee! 	4
816036	wants to go to Daydream Island in Australia....what a perfect island for meee 	4
1266726	@esmeg hey what happend to  jenn thought we were workin on a theme song here 	4
1445288	At the movies watching Drag Me To Hell with @Danthefnman and @emziebby.... Ill twitter about it later 	4
1322750	Mecanic - i got a new bike  http://tinyurl.com/rbdxl4	4
1036668	@barrycarter Thanks for following me 	4
1155810	@MisterNoodle as real as it gets  goodnite misternoodle..	4
1561618	@borborigma It's a hazard of my jobby job... that I luv it and news happens 24/7. See u at 5am! Enjoy the nice, warm spring night 	4
1407696	@its_me_betty Oh no, its just something specific he did today  lol made the top of THE LIST! lol #bluebox	4
1089856	@TeachJoanne have a really good day- will watch for more pics 	4
1288743	@leighannirvine hehe, thank you!  I might need that ;)	4
1376163	@leleana I'm with you! Chuck wouldn't be Chuck without the hair that makes funny animal shapes 	4
1100077	@BOLGATANGA sure, will do. thanks! 	4
809876	@RobLane good good. I'm ready for my closeup.... 	4
984424	Tudgay signs 3 year contract! - http://tinyurl.com/ppxdw9 - Oh my. BEST. NEWS. EVER! Dizzy happy with relief, I am 	4
820388	@the_real_shaq you TOTALLY own3d @oprah! Congrats!  http://digg.com/d1p1zg	4
1298742	@xCraziiChiicax Haha, awesome. It's processing 	4
1304158	@JenWojcik happy birthday, short boy! Save me a piece of cake. 	4
1219000	Microsoft likes The Sopranos: http://tinyurl.com/ly6gxx Comments @briangorbett? 	4
1117536	@mac_in_TO did you go canadian clubbing last night? 	4
1443365	Murray has left sob sob he will be back in 6 weeks....rock on time out LOL 	4
973980	And an earthquake on my birthday! BirthQuake! 	4
1589414	Back in a tick ! 	4
1114189	@miketopia lol ;) I looked on the website, but I can't find them... I wish I had the money to buy those jeans though. Haha, good 	4
1450343	@melanytexas Get 100 followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip 	4
1117164	Good luck with the MTV awards @mileycyrus !!! 	4
929735	Jeffrey Archer @ Landmark Chennai. Today 7:00 pm 	4
1332059	Jake.. Another Little Piece Of My Heart !   	4
1332154	best origin game ever! Queenslander!! makes it even more exciting the jonno thurston got man of the match cowboys pride!!!!!!!! 	4
1026749	@alababi ï¿½ Nam! Add nick m?i twitter c?a tau cï¿½i mi. lmqdat1005 	4
1244013	purified drinking water 	4
970532	@NiqueMovieStar  thanks boo	4
1521526	Unbelievable...I've managed 0 minutes of sleep, so I decided to take an IQ test at highiqsociety.org and scored in the top 5%. Go figure. 	4
1569804	@corie_michele Pleasure, hows Mark ,shit not long for you now! 	4
1349159	About to indulge on a tasty muffin 	4
1172253	strange combo but im sat in my garden whilst waxing my legs 	4
1314671	@mariedigby have a nice trip! I hope you'll come here in the Philippines soon. 	4
1305037	@michaelnorwood -- 	4
935081	@xoxjess those ZZZzzz inspired my name!! arizzzleppy jk. goodnight jezzzleppy. 	4
1374270	Going to boon docks now  see ya at the car wash. Hopefully. Getting back at 6 am tomorrow  party in the house for the graduate 	4
1409505	come 2 find out no one spilled on my wireless keyboard the connection was obstructed ...thats fancy for i needed to clean off my desk 	4
1082518	Back home from the BBQ we had fun  now it's time to play on the web	4
1227055	putting songs to ipod 	4
831479	@BlokesLib Yeah they are awesome! They have a proximity sensor too so when you on a call you won't press anything with your ear 	4
897407	Found a homeless dog today and a good home for him 	4
998640	reherasals for two weeks strait! it's crunch time 	4
1296204	Just learned how to use a tablet PC at Edward Jones training. It can read my handwriting and I usually can't 	4
929429	@candycanechild promise? 	4
937594	@KatieParsons    Happy Birthday Lizzie P !!   Cant believe its that time of year again.....   ho hum 	4
1409940	Just had a frozen chai, now off for a walk. 	4
1535132	@Janaaahaa a lot of it! I laughed when I read about the beffels, and I recognized the 'hihi' too, you use that one a lot when you giggle! 	4
1015307	@nickolaswheeler Deutschland, but nevermind  Hope you had great time there 	4
1554896	AND grapes all while givin us the best massage EVER...felt like a king this weekend cuz we were sure treated like one! 	4
1068926	@DameSaf Especially with a partner. Like I said, I want to do more of that. You have been warned 	4
1155152	It's looking like I'll be spending some time at the cinema this summer 	4
851904	G'nite everyone! Hope everyone that celebrated 420 had a good one 	4
1216011	@dornx Ok, the words 'egg' and 'bottom' aren't the way you've encoded them when it comes to my imagination. 	4
1278118	Hi guys, would you mind dropping me a recommendation at http://mrtweet.com/alexanderrehm?rec ? I'd really appreciate it 	4
855521	@roychandra Dave and Andy rock 	4
1176886	All I need to be happy is sun and 'good' music 	4
1385455	@jophesine77  Evening 2 you.  Plans are on hold just now, thanks 4 asking tho. 	4
878760	@MagpieSparkles happy birthday  hope ur treated like a princess today xx	4
1068409	Just got back from seeing Up  3D! I loved it so much =]	4
1434477	Graduation tomorrow!  at 1  text me&lt;3	4
881340	nice weather  doing some studying today and such!	4
1054936	Yay the weekend is here  Wishing everyone a fun and relaxing weekend. Back to fishing a lot of high 30ish fish in my neck of the woods 	4
1089244	Lol i list of things to look for in a guy. Lol 	4
1593465	YESSSSSSSS hes out 	4
1278650	@LouGagliardi yeah, iTunes interface didn't change much since version 4  it does need an overhaul. #Mac #Windows	4
973355	just watched the hulk, w/ daddy. going to make some icons for leighton fan!  listening to some jordin sparks!	4
1048009	?????? www.passpack.com. ??????? ???? ???? ? ??? ????? ??????? ? ?? ?? ??? ?? ???????, ??? ? 	4
1221668	@ShanteeNicole ;) De nada (You're welcome). 	4
994221	Zoe ate some bread! First food other the three dog treats in over two days. 	4
905393	I just used UnTweeps to unfollow 5 Tweeps who haven't tweeted recently. http://untweeps.com. Goed idee @Loesje 	4
1510030	yey! ms rivera's aour techer!! shes super kind! 	4
1509878	@deniseseriously Go Pogs Go Slammers 	4
1168977	Chanel is snuggled in a blanket sleeping with her brother  http://apps.facebook.com/dogbook/profile/view/5665692	4
925188	@ttaaiiyyaa Check our her version of Betty Davis eyes. 	4
1020331	twitter has officially made my day! u ppl r so interesting!  love u guys!	4
1482588	I really don't know how this Twitter thing works quite yet...but I am excited to watch the TONY AWARDS tonight 	4
978482	&quot;only a life lived for others is a life worth while.&quot; 	4
1446642	http://twitpic.com/6tc3z - Ugh i wish that was me and you :| I'd do anything to meet that sexy goddess  hahaha	4
966143	@MrsPinion http://twitpic.com/5dejs - i LOVE this. congrats, lady 	4
1585394	half the fun of shopping is coming home and looking things up online - to be an educated consumer 	4
1198281	2 weeks - thats crazy talk! I can hardly believe, and I can barely stand it 	4
866587	Happy May 	4
1078892	Home in Toronto! Off to see a certain someone. 	4
916012	Happy Mother's Day to the tweetin' mamas  Nite tweeple!	4
1162434	@misswhipass ooh very nice 	4
845252	@ielite thanks for tweeting this  I hope you found the article helpful...	4
1393689	@JulietteFrette  only saying the truth!! (Re direct msg). Have a great weekend!! 	4
1109577	Woooow ive putt alot of piks on 	4
969886	go offline! good night to everyone 	4
861553	Bed early. Night 	4
927015	@LostZombies She's been eating a lot of those powdered donuts with the raspberry filling.  	4
1040210	@Slickforce ahhhh no biggi I'll suck it up 	4
1193746	@JoanneSkywalker Tonight! 9pm in America - I'm not sure which time zone though! So we'll probably see it tomorrow morning 	4
1035361	@artbynemo I care about you 	4
929472	@h_nesie @TheRealLadyP Thanks for the bday wishes but my bday is officially on Monday. May 11th! 	4
1546276	I think I'm going to be babysitting a bearded dragon  Anyone know if it's safe for a dragon to have a beard? with the fire &amp; all....	4
1287915	Laughing my ass off at @totalfilm's New Moon trailer breakdown.. 	4
971487	@TradingGoddess and life goes one... 	4
856658	@waxinglyrical Various sites indicate nasi hitam is usually found in Bandung. Will try the resto in Bendungan Hilir tho. Thx 4 the info! 	4
1197974	My father is very educated on the jonas brothers and taylor swift. So is my whole family actually. Im so proud! 	4
960830	6 updates till 1700 	4
1135376	@NLiukin I looove Pinkberry too!! I am going to go as much as i can when i go to LA! Yum 	4
1160681	Waiting on Michelle so we can go shopping!  I love Michelle 	4
1507881	Definetely a cougar. botox, leopard coat and all. i feel accomplished for scaring her off. goodnight twitter land 	4
1431948	my favorite movie is on tnt right now. haha  i really wanna watch a horror movie though! =/	4
838313	sunny but very windy..Ill take sun   Maine sunny days seem few and far between	4
1596731	After 7 attempts I just brewed a perfect cup of south Indian filter coffee  The shine in the decoction speaks for its richness n quality.	4
1189639	Got my Ellie bellie back from her grammas  took her to the park down the street and we might stop at Marymoor on the way home	4
1148852	Just had a sumptuous breakfast at my aunt's place.Now going to the next aunt's place for lunch 	4
990727	Bum day 	4
1545783	Working my cheeks off tonight. New case being delivered for my iphone tomorrow. 	4
1054730	@WordofMouthAtl hulloooooo!  its gritzatl. (performing at Malcolm and Jazz Fests 2morrow aft dwntwn)  &amp; I'm great.  Well exercised!	4
1491647	Glad Yasmina Won  Kate was well too perfect. Apprentice should be on eveery dayyy 	4
1188996	Updated my site with evil clowns sent to me by @LostMarilyn.  Also included links to various recent interviews. 	4
1196347	P90x hmm just saw the infomercial. Looks good 	4
1460717	I feel super inspired this morning. I'm going to get back to my makeup and photography stuff immediately. I used to do it all of the time 	4
1171101	G'morning world  what to do today, what to do ?	4
1317482	a week of nothing next week, gunna stay at Aneeshes one night  drum-kit soon WOOOO...i feel like a bitch  can my week get any worse??	4
1429100	@strangetymes eww..boring subjects..but Biology always reminds me of Edward..&lt;3 	4
853888	Throw away old packet of Snack Crackers, open new one. This is the shit, yo... @Dili House is back on the 27th... 	4
1063252	@tamera It's true! Even I got sucked into #thingsmummysaid.  	4
872889	@rustyrockets http://twitpic.com/4ep9h  so you'll know what day it is 	4
820267	is off to cheesecake factory and movies 	4
922724	@jamiemcflyx no.  if they're doing arena tours in november, then I'm going! no doubt about it  you? xx	4
1510824	@Kerrydegman heyy @patinyaboonto suggested I become your female groupie...so there! 	4
1007906	is watching masterchef master class 	4
816434	@num3yankfan I don't deal with them directly, my ISP needs does.  I remember Qwest having moments too, but at least they communicate 	4
1443508	@monicafrancesca i can't even take that old woman's face out of my mind! that movie is sick! 	4
899233	just got back from sushi with the ladies and is fed and happy 	4
998078	reclame f f originale  Another 16 Creative Ads in Unusual Places: http://www.oddee.com/item_96672.aspx	4
1120302	@Jonasbrothers love you guys. i'm waiting for you in portugal. i love your new songs, are awesome 	4
1497375	I'm becoming a major fan of saltwater pools!!!  After I'm done swimming, I still smell like the ocean!  Oh the discoveries of summer  	4
1029389	My name is Ivayla Pesheva and I am a Bridget Jones addict 	4
1115991	Catching up on Bill Maher then I believe I will be poolside once again 	4
1134423	@LarryLegend314 get off of twitter 	4
830587	http://twitpic.com/3l7l6 - Sunday bake with auntie wendy  new york cheese cake	4
1434605	@kazoocarriefan heck ya but where was this team the past two games? this should be getting wrapped up right now! 	4
856472	getting ready for a long day at work!! 	4
868584	@feelthisway Nice. I'd love to see what stories you come up with 	4
1003448	@drewryanscott agreed 	4
1186286	Waiting for my pizza! Just played some football and didn't play too bad. 	4
1072537	@Giislainee We are sweetgirls right?  	4
1189983	@milnerant lol I wish I was at E3 	4
945585	Lets talk,knock me out of my bored mood please  	4
1563658	@whoseis eu uso o orkut ou o islifecorp.com ooou torrent mesmo 	4
1140512	I love my boyfriend, I know its only been 6 days, but it feels like a lifetime, baby you mean the world to me x3 5|24|09 	4
1033463	@_Kenia Hollaaaa!!!! we did it baby .... we did it  	4
1230858	@rsisk101 heh, not advice - just my opinion 	4
897296	@BellaSugar98 Night.  God Bless!	4
940131	qooodmorninqq..qettin rdy then headin to schoool . 	4
1277589	grubbin' with @EricaMonique876 and watching the MTV movie awards again! 	4
1036470	@veronicatang13 enjoy Veron! You deserve the rest! 	4
1423812	@Aussie_MateLC awww i see, i hope you do to 	4
1511719	Good morning world! New week is her and back to work! Have a good one people  Sun is shining 	4
1444981	@JuiceMy nice, i miss the chilli ban mee in KL. bring us some 	4
1093186	@ViriamKaur my pleasure, really liked the people on @cityguyyoga list 	4
1411382	@BetsieNathaly I less than three Bryant Park... hmmm 	4
1575475	is playing poker...doing alright 	4
1277236	@pradprathivi Ahhh Congrats Prad! Those guys make really nice t-shirts 	4
1113347	Fatin ignoring me again.Main game tk ingat org! 	4
1373130	@SatansAnalBead sounds good 	4
1044012	Still in harlow, training someone up 	4
1159999	my photostream has been updated http://bit.ly/1s7Rd  	4
1162639	@trib - thanks for the link, have lots of ideas for the public sphere 	4
919799	@nataliefisher I like the idea of eliminating bludgers and beaters just tackling ppl, makes it nearly as dangerous as book quidditch 	4
829793	@arranjones have fun citizen 	4
870873	@boozysmurf Heh. QUILTing, sir. QUILTing. 	4
1470206	...again, watching Tru Calling 	4
1519247	@dtsn just hurry up and send me mine 	4
1182322	eu sou mto curiosa 	4
1431583	was putting fisher to bed and he said, &quot;how did the first people learn to talk if they had no one to teach them?&quot;.  	4
1560778	@capitaln Yup!  I'm too fuckin' cool for school!	4
1468217	shawty rock it.... haha. kat williams just made my morning.  and all i did was think about his skit... its all in the imagination. 	4
